,person_id,id,name,role
42597,25160,tm142732,Lauren Montgomery,DIRECTOR
42599,66837,tm80503,Beth McCarthy-Miller,DIRECTOR
42608,145505,tm70321,Tricia Regan,DIRECTOR
42626,62974,tm161811,Raoul Peck,DIRECTOR
42639,43959,tm27422,Curt Geda,DIRECTOR
42658,371319,tm147321,Dana Heinz Perry,DIRECTOR
42703,46575,tm27980,Rich Thorne,DIRECTOR
42715,100310,tm140798,Christopher Berkeley,DIRECTOR
42727,22045,tm94209,Ethan Spaulding,DIRECTOR
42728,329217,tm144223,Rebecca Cammisa,DIRECTOR
42750,13132,tm62922,Alex Winter,DIRECTOR
42752,65889,tm77236,Rory Kennedy,DIRECTOR
42764,148741,ts7916,Alberto Lecchi,DIRECTOR
42765,148152,ts7916,Daniel Barone,DIRECTOR
42781,69584,tm70105,Steven Okazaki,DIRECTOR
42793,33903,tm71438,Stephen Poliakoff,DIRECTOR
42799,64957,tm193717,Linda Mendoza,DIRECTOR
42820,4297,tm166493,Tom Hooper,DIRECTOR
42833,43960,tm138259,Steven E. Gordon,DIRECTOR
42834,51513,tm138259,Boyd Kirkland,DIRECTOR
42853,49610,tm104883,Erik White,DIRECTOR
42860,417067,tm91136,Carlo Gabriel Nero,DIRECTOR
42869,192306,tm118448,Alexandra Pelosi,DIRECTOR
42870,416717,tm118448,Aaron Lubarsky,DIRECTOR
42879,90739,tm656353,Rob Renzetti,DIRECTOR
42880,85347,tm656353,Craig McCracken,DIRECTOR
42881,69510,tm36942,Jon Alpert,DIRECTOR
42882,300849,tm36942,Matthew O'Neill,DIRECTOR
42884,66837,tm79472,Beth McCarthy-Miller,DIRECTOR
42888,417662,tm91958,Arthur Ginsberg,DIRECTOR
42890,64608,tm146607,Marty Callner,DIRECTOR
42900,194403,tm33654,Chris Stokes,DIRECTOR
42927,44403,tm129659,Jonas Pate,DIRECTOR
42932,31566,tm26941,Spike Lee,DIRECTOR
42936,368079,tm85504,Maria Beatty,DIRECTOR
42938,179705,tm34866,Alan Berliner,DIRECTOR
42940,13517,tm81063,Joel Gallen,DIRECTOR
42942,66094,tm47108,John Moffitt,DIRECTOR
42959,51631,tm93784,Tony Cervone,DIRECTOR
42960,51630,tm93784,Spike Brandt,DIRECTOR
42961,69816,tm211819,D. A. Pennebaker,DIRECTOR
42962,69815,tm211819,Chris Hegedus,DIRECTOR
42963,48089,tm211819,Barbara Kopple,DIRECTOR
42964,69510,tm211819,Jon Alpert,DIRECTOR
42965,112613,tm211819,Susan Froemke,DIRECTOR
42966,68301,tm211819,Eugene Jarecki,DIRECTOR
42967,53148,tm211819,Albert Maysles,DIRECTOR
42968,53894,tm211819,Liz Garbus,DIRECTOR
42970,64716,tm185595,Kirby Dick,DIRECTOR
42983,5677,tm102091,John H. Williams,DIRECTOR
42984,1031751,tm92904,Ivy Meeropol,DIRECTOR
43001,1891,tm34202,Clark Johnson,DIRECTOR
43005,66094,tm102502,John Moffitt,DIRECTOR
43023,116200,tm43061,Tom Warburton,DIRECTOR
43025,66094,tm134515,John Moffitt,DIRECTOR
43038,67369,tm77390,Nelson George,DIRECTOR
43039,371319,tm251796,Dana Heinz Perry,DIRECTOR
43041,67028,tm35066,Fenton Bailey,DIRECTOR
43042,67029,tm35066,Randy Barbato,DIRECTOR
43048,65889,tm87614,Rory Kennedy,DIRECTOR
43050,628663,tm305439,Jeffrey Chapman,DIRECTOR
43083,171018,tm152537,Ray Griggs,DIRECTOR
43090,186541,tm137735,Antonio Serrano,DIRECTOR
43094,410451,tm91732,Antony Thomas,DIRECTOR
43104,375281,tm61111,Julia Reichert,DIRECTOR
43105,375280,tm61111,Steven Bognar,DIRECTOR
43108,69393,tm23482,Paul Miller,DIRECTOR
43114,67028,tm148945,Fenton Bailey,DIRECTOR
43115,67029,tm148945,Randy Barbato,DIRECTOR
43116,31566,ts30164,Spike Lee,DIRECTOR
43120,245303,tm102701,Heidi Ewing,DIRECTOR
43121,245304,tm102701,Rachel Grady,DIRECTOR
43129,335662,tm152580,Alicia Sams,DIRECTOR
43130,66418,tm152580,Amy Rice,DIRECTOR
43131,146894,tm437594,Arlene Nelson,DIRECTOR
43132,1257159,tm437594,David Nelson,DIRECTOR
43133,192306,tm100098,Alexandra Pelosi,DIRECTOR
43134,192306,tm149509,Alexandra Pelosi,DIRECTOR
43136,184885,tm112715,Eve Ensler,DIRECTOR
43147,64710,tm39923,Stan Lathan,DIRECTOR
43163,65889,tm42585,Rory Kennedy,DIRECTOR
43174,23391,tm308909,LisaGay Hamilton,DIRECTOR
43177,66094,tm83047,John Moffitt,DIRECTOR
43179,66837,tm82867,Beth McCarthy-Miller,DIRECTOR
43181,163086,tm209660,Mark Herzog,DIRECTOR
43194,14903,tm225639,Tracey Ullman,DIRECTOR
43195,300849,tm39830,Matthew O'Neill,DIRECTOR
43196,69510,tm39830,Jon Alpert,DIRECTOR
43197,69744,tm66443,Irene Taylor Brodsky,DIRECTOR
43226,139274,tm31695,Richard Curson Smith,DIRECTOR
43228,69393,tm88969,Paul Miller,DIRECTOR
43229,299933,tm75339,Ilya Chaiken,DIRECTOR
43230,69509,tm168075,Ellen Goosenberg Kent,DIRECTOR
43237,294730,tm80667,Bill Couturié,DIRECTOR
43240,69510,tm78654,Jon Alpert,DIRECTOR
43241,69509,tm78654,Ellen Goosenberg Kent,DIRECTOR
43263,11721,tm20177,Ernesto Díaz Espinoza,DIRECTOR
43264,53894,tm251820,Liz Garbus,DIRECTOR
43266,384986,tm135473,Neil Leifer,DIRECTOR
43268,64608,tm81621,Marty Callner,DIRECTOR
43269,256365,tm85271,David Holbrooke,DIRECTOR
43271,493760,tm347411,Bud Greenspan,DIRECTOR
43273,143215,tm185086,Steven J. Santos,DIRECTOR
43275,188031,tm93942,Francisco Bello,DIRECTOR
43283,493760,tm146332,Bud Greenspan,DIRECTOR
43289,198874,tm181598,Jim McKay,DIRECTOR
43295,66094,tm92422,John Moffitt,DIRECTOR
43297,64957,tm102269,Linda Mendoza,DIRECTOR
43299,294748,tm28035,James Yukich,DIRECTOR
43301,294748,tm144406,James Yukich,DIRECTOR
43305,336665,tm102966,Amy Schatz,DIRECTOR
43306,493760,tm364903,Bud Greenspan,DIRECTOR
43312,384986,tm31963,Neil Leifer,DIRECTOR
43318,192306,tm84508,Alexandra Pelosi,DIRECTOR
43320,493760,tm364871,Bud Greenspan,DIRECTOR
43327,69509,tm91788,Ellen Goosenberg Kent,DIRECTOR
43338,15459,tm36548,Alex Holmes,DIRECTOR
43339,235099,tm36548,Jim O'Hanlon,DIRECTOR
43340,300849,tm92405,Matthew O'Neill,DIRECTOR
43341,69510,tm92405,Jon Alpert,DIRECTOR
43358,143215,tm171488,Steven J. Santos,DIRECTOR
43382,257167,tm171820,David Silberg,DIRECTOR
43383,69510,tm310279,Jon Alpert,DIRECTOR
43388,237766,tm141513,Eric Simonson,DIRECTOR
43444,12296,tm166064,John Requa,DIRECTOR
43445,12295,tm166064,Glenn Ficarra,DIRECTOR
43513,1921,tm161959,Neil Burger,DIRECTOR
43567,1125,tm60939,Stephen Chbosky,DIRECTOR
43622,1283,tm64834,Peter Jackson,DIRECTOR
43682,4665,tm32658,Wes Anderson,DIRECTOR
43715,8555,tm71339,Judd Apatow,DIRECTOR
43724,859215,ts32835,Hiroshi Koujina,DIRECTOR
43758,3447,tm176439,Gore Verbinski,DIRECTOR
43794,23096,tm168805,Tate Taylor,DIRECTOR
43931,6315,tm158304,Steven Soderbergh,DIRECTOR
44001,25429,tm165761,Marcus Nispel,DIRECTOR
44038,2362,tm170754,Seth Gordon,DIRECTOR
44080,4063,tm63441,Ang Lee,DIRECTOR
44117,23561,tm161952,Brad Furman,DIRECTOR
44167,4505,tm178201,Guy Ritchie,DIRECTOR
44197,3308,tm173538,Martin Scorsese,DIRECTOR
44225,7194,tm30036,Jay Roach,DIRECTOR
44300,5892,tm57798,Olivier Megaton,DIRECTOR
44334,3532,tm170890,J.J. Abrams,DIRECTOR
44392,9048,tm172381,Jonathan Liebesman,DIRECTOR
44498,4875,tm177297,David Yates,DIRECTOR
44534,2779,tm166550,Steven Spielberg,DIRECTOR
44564,6536,tm68272,Nima Nourizadeh,DIRECTOR
44593,3630,tm168537,Martin Campbell,DIRECTOR
44660,590681,tm159271,Shawn Levy,DIRECTOR
44698,15287,tm62126,Jay Oliva,DIRECTOR
44726,9048,tm30583,Jonathan Liebesman,DIRECTOR
44751,27098,tm167763,Sam Liu,DIRECTOR
44752,25160,tm167763,Lauren Montgomery,DIRECTOR
44774,2779,tm158112,Steven Spielberg,DIRECTOR
44812,2482,tm175565,Jason Reitman,DIRECTOR
44850,35074,tm69276,Lorene Scafaria,DIRECTOR
44933,14217,tm29531,Kirk Jones,DIRECTOR
44947,21073,tm34830,Scott Hicks,DIRECTOR
45011,10009,tm68477,Joe Wright,DIRECTOR
45025,36214,tm181123,Daniel Nettheim,DIRECTOR
45053,9756,tm167643,Todd Phillips,DIRECTOR
45064,75919,ts21101,Susanna White,DIRECTOR
45093,14653,tm182676,Curtis Hanson,DIRECTOR
45125,10609,tm37263,Björn Stein,DIRECTOR
45126,10608,tm37263,Måns Mårlind,DIRECTOR
45215,6050,tm178303,Clint Eastwood,DIRECTOR
45239,2656,tm48952,Brad Peyton,DIRECTOR
45286,1556,tm166385,Frank Coraci,DIRECTOR
45307,33248,tm169393,Drake Doremus,DIRECTOR
45330,18369,tm33499,Peter Lord,DIRECTOR
45351,2718,tm173191,Tom Hanks,DIRECTOR
45373,336356,tm179441,Arthur Bradford,DIRECTOR
45443,16588,tm173513,Stephen Daldry,DIRECTOR
45454,164331,tm49432,Matthew Akers,DIRECTOR
45486,4994,tm185032,Marc Forster,DIRECTOR
45516,12528,tm160131,Charles Martin Smith,DIRECTOR
45568,5633,tm167016,Michel Gondry,DIRECTOR
45593,18403,tm176081,Jason Eisener,DIRECTOR
45615,15005,tm46555,Madonna,DIRECTOR
45630,139487,tm181563,Goro Miyazaki,DIRECTOR
45645,53894,tm170385,Liz Garbus,DIRECTOR
45681,96505,tm173710,Dee Rees,DIRECTOR
45714,7684,tm169108,George Miller,DIRECTOR
45723,124153,tm71288,Wayne Blair,DIRECTOR
45741,31870,tm51521,Matt Piedmont,DIRECTOR
45758,2240,tm64704,Rob Cohen,DIRECTOR
45761,3271,tm172217,Tommy Lee Jones,DIRECTOR
45797,90241,tm177990,Phyllida Lloyd,DIRECTOR
45818,30404,tm28444,Todd Graff,DIRECTOR
45835,53658,tm40310,Jamie Travis,DIRECTOR
45848,70725,tm181785,Adrián García Bogliano,DIRECTOR
45872,50461,tm173754,Jennifer Westfeldt,DIRECTOR
45885,28226,tm40779,Julian Jarrold,DIRECTOR
45927,15611,tm176814,Paolo Sorrentino,DIRECTOR
45983,24947,tm40335,Robert Pulcini,DIRECTOR
45984,24946,tm40335,Shari Springer Berman,DIRECTOR
46061,10822,tm42752,Paul Weitz,DIRECTOR
46101,27984,tm38361,Philipp Stölzl,DIRECTOR
46104,64716,tm34921,Kirby Dick,DIRECTOR
46120,20777,tm165422,David R. Ellis,DIRECTOR
46145,116065,ts11600,Farren Blackburn,DIRECTOR
46146,94174,ts11600,Tom Shankland,DIRECTOR
46218,29256,tm54405,Philip Kaufman,DIRECTOR
46257,1862,tm69939,Julie Delpy,DIRECTOR
46279,100310,tm167388,Christopher Berkeley,DIRECTOR
46280,25160,tm167388,Lauren Montgomery,DIRECTOR
46281,15287,tm167388,Jay Oliva,DIRECTOR
46308,25160,tm30342,Lauren Montgomery,DIRECTOR
46331,27098,tm171986,Sam Liu,DIRECTOR
46353,7382,tm186399,Tyler Perry,DIRECTOR
46356,209195,tm60689,Maiken Baird,DIRECTOR
46357,209196,tm60689,Michelle Major,DIRECTOR
46384,53059,tm67151,Josh Schwartz,DIRECTOR
46398,21536,tm57271,Roger Michell,DIRECTOR
46413,56431,tm160177,Jacob Tierney,DIRECTOR
46437,51016,tm160199,Lance Daly,DIRECTOR
46438,318742,ts26754,David Frankham,DIRECTOR
46439,318743,ts26754,Abdallah Omeish,DIRECTOR
46460,27098,tm171371,Sam Liu,DIRECTOR
46496,16926,tm60926,David Barrett,DIRECTOR
46505,39193,tm37899,Alex Gibney,DIRECTOR
46526,54628,tm158974,Andrew Rossi,DIRECTOR
46537,7382,tm70288,Tyler Perry,DIRECTOR
46552,141885,tm181757,Peter W. Kunhardt,DIRECTOR
46564,111763,tm40718,Daniel Junge,DIRECTOR
46565,160651,tm40718,Sharmeen Obaid-Chinoy,DIRECTOR
46581,24947,tm172974,Robert Pulcini,DIRECTOR
46582,24946,tm172974,Shari Springer Berman,DIRECTOR
46603,109568,tm51701,Timothy Greenfield-Sanders,DIRECTOR
46627,52985,tm65596,Michael Chang,DIRECTOR
46628,67805,tm160592,Nancy Buirski,DIRECTOR
46644,14599,tm63619,Michael Goguen,DIRECTOR
46658,120038,tm160240,David Block,DIRECTOR
46661,329217,tm34754,Rebecca Cammisa,DIRECTOR
46676,22045,tm160231,Ethan Spaulding,DIRECTOR
46737,326395,tm60933,Caroline Rowland,DIRECTOR
46738,201880,tm171134,Daphne Pinkerson,DIRECTOR
46761,65889,tm48092,Rory Kennedy,DIRECTOR
46776,321221,tm53162,Jeffrey Roth,DIRECTOR
46784,99822,tm44421,Marc Levin,DIRECTOR
46785,167249,tm60097,Jenny Carchman,DIRECTOR
46786,69509,tm60097,Ellen Goosenberg Kent,DIRECTOR
46787,167250,tm60097,Amanda Micheli,DIRECTOR
46796,67028,tm64277,Fenton Bailey,DIRECTOR
46797,67029,tm64277,Randy Barbato,DIRECTOR
46798,245304,tm69581,Rachel Grady,DIRECTOR
46799,245303,tm69581,Heidi Ewing,DIRECTOR
46807,256338,tm310165,Maro Chermayeff,DIRECTOR
46808,852011,tm310165,Micah Fink,DIRECTOR
46809,67533,tm181448,Greg Barker,DIRECTOR
46810,300849,tm63636,Matthew O'Neill,DIRECTOR
46811,69510,tm63636,Jon Alpert,DIRECTOR
46819,194733,tm66025,Cynthia Wade,DIRECTOR
46820,179705,tm61391,Alan Berliner,DIRECTOR
46836,227695,tm452334,José Henrique Fonseca,DIRECTOR
46849,109568,tm56880,Timothy Greenfield-Sanders,DIRECTOR
46850,69744,tm182831,Irene Taylor Brodsky,DIRECTOR
46857,38906,tm43982,Troy Miller,DIRECTOR
46874,109568,tm311514,Timothy Greenfield-Sanders,DIRECTOR
46875,341020,tm159835,Tanaz Eshaghian,DIRECTOR
46876,192306,tm226244,Alexandra Pelosi,DIRECTOR
46894,493762,tm347002,Andrew Squicciarini,DIRECTOR
47048,8709,tm171462,Ben Stiller,DIRECTOR
47131,1246,tm169719,Brian Helgeland,DIRECTOR
47192,18449,tm143360,Gareth Evans,DIRECTOR
47241,8024,tm168436,Guillermo del Toro,DIRECTOR
47328,8905,tm173363,Rawson Marshall Thurber,DIRECTOR
47364,6976,tm177242,Baz Luhrmann,DIRECTOR
47451,5108,tm158307,Angelina Jolie,DIRECTOR
47461,6623,tm183480,Joseph Kosinski,DIRECTOR
47488,80056,tm168549,Carl Rinsch,DIRECTOR
47572,5606,tm165938,Zack Snyder,DIRECTOR
47589,27148,tm159241,Jim Jarmusch,DIRECTOR
47688,81448,tm188852,Steve McQueen,DIRECTOR
47744,33234,tm177568,Justin Lin,DIRECTOR
47773,11146,tm175870,Gavin Hood,DIRECTOR
47831,18526,tm187305,James Mangold,DIRECTOR
47851,46504,tm179765,Park Chan-wook,DIRECTOR
47883,2709,tm160621,James Wan,DIRECTOR
47908,19721,tm171375,Jim Rash,DIRECTOR
47909,595040,tm171375,Nat Faxon,DIRECTOR
47943,12387,tm179573,Thor Freudenthal,DIRECTOR
47977,590681,tm154391,Shawn Levy,DIRECTOR
47994,10796,tm180256,David Twohy,DIRECTOR
48013,1941,tm182421,Jason Bateman,DIRECTOR
48049,78843,tm188307,Brian Percival,DIRECTOR
48071,4227,tm173702,Danny Boyle,DIRECTOR
48095,55874,tm166999,Morgan Neville,DIRECTOR
48156,14324,tm179769,Dean Parisot,DIRECTOR
48234,1500,tm140524,Gary Shore,DIRECTOR
48256,12581,tm149302,Stiles White,DIRECTOR
48373,590681,tm180058,Shawn Levy,DIRECTOR
48397,30456,tm157052,John R. Leonetti,DIRECTOR
48434,12992,tm186180,Jonathan Levine,DIRECTOR
48500,1283,tm171483,Peter Jackson,DIRECTOR
48562,15611,tm172949,Paolo Sorrentino,DIRECTOR
48596,12484,tm183560,Mikael Håfström,DIRECTOR
48644,5822,tm135608,Noam Murro,DIRECTOR
48673,28317,tm175796,Nicole Holofcener,DIRECTOR
48745,1283,tm158094,Peter Jackson,DIRECTOR
48758,26781,tm173459,Hayao Miyazaki,DIRECTOR
48793,40009,tm72861,Don Coscarelli,DIRECTOR
48836,11520,tm175985,Jeff Wadlow,DIRECTOR
48876,2362,tm180913,Seth Gordon,DIRECTOR
48907,1086,tm152608,Sean Anders,DIRECTOR
48947,82577,tm2289,Yann Demange,DIRECTOR
48991,1922,tm179772,Robert Schwentke,DIRECTOR
49051,15833,tm167384,Baltasar Kormákur,DIRECTOR
49073,82883,tm187097,Andy Muschietti,DIRECTOR
49100,18849,tm142417,Richard LaGravenese,DIRECTOR
49307,5776,tm172786,Ruben Fleischer,DIRECTOR
49358,83559,tm182075,Don Scardino,DIRECTOR
49367,6640,tm181098,Whoopi Goldberg,DIRECTOR
49401,9756,tm166238,Todd Phillips,DIRECTOR
49465,4685,tm166170,Chris Wedge,DIRECTOR
49511,16172,tm163686,Woody Allen,DIRECTOR
49530,46989,tm172808,Isao Takahata,DIRECTOR
49547,637390,tm178782,Zal Batmanglij,DIRECTOR
49550,5368,ts58470,Tim Heidecker,DIRECTOR
49551,85432,ts58470,Eric Wareheim,DIRECTOR
49582,6267,tm145054,Erik Van Looy,DIRECTOR
49601,21815,tm174882,Neil Nightingale,DIRECTOR
49602,12886,tm174882,Barry Cook,DIRECTOR
49631,28742,tm139047,Shana Feste,DIRECTOR
49737,6315,tm180517,Steven Soderbergh,DIRECTOR
49754,41586,tm157049,Hiromasa Yonebayashi,DIRECTOR
49757,11177,ts20294,Fred Savage,DIRECTOR
49782,15287,tm179476,Jay Oliva,DIRECTOR
49798,16964,tm167682,Ric Roman Waugh,DIRECTOR
49827,23561,tm177045,Brad Furman,DIRECTOR
49870,29274,tm175024,Guillaume Canet,DIRECTOR
49928,26801,tm187552,Dan Mazer,DIRECTOR
49951,17495,tm156864,Ryan Murphy,DIRECTOR
49980,84081,tm168151,Declan Lowney,DIRECTOR
50029,2825,tm168764,Bryan Singer,DIRECTOR
50057,15287,tm177932,Jay Oliva,DIRECTOR
50076,76513,tm182404,Jacob Vaughan,DIRECTOR
50107,10822,tm175564,Paul Weitz,DIRECTOR
50131,60876,tm148161,Jalmari Helander,DIRECTOR
50147,18192,tm170892,Jon Lucas,DIRECTOR
50148,40571,tm170892,Scott Moore,DIRECTOR
50176,15287,tm149048,Jay Oliva,DIRECTOR
50177,22045,tm149048,Ethan Spaulding,DIRECTOR
50200,18307,tm142690,Renny Harlin,DIRECTOR
50245,47148,tm179735,Todd Haynes,DIRECTOR
50246,80081,tm179735,James Lapine,DIRECTOR
50247,298481,tm179735,Autumn de Wilde,DIRECTOR
50253,46767,tm148009,Ravi Patel,DIRECTOR
50254,209171,tm148009,Geeta Patel,DIRECTOR
50262,139488,tm186499,Mami Sunada,DIRECTOR
50276,20564,tm173713,Malcolm D. Lee,DIRECTOR
50299,52325,tm168970,Sebastián Lelio,DIRECTOR
50313,182618,ts41319,Alejandro Lozano,DIRECTOR
50314,182617,ts41319,Fernando Rovzar,DIRECTOR
50339,10978,tm177456,Greg Mottola,DIRECTOR
50354,55888,tm175664,Jon Burton,DIRECTOR
50368,15481,tm177145,Stephen Merchant,DIRECTOR
50369,8718,tm177145,Ricky Gervais,DIRECTOR
50394,15287,tm151355,Jay Oliva,DIRECTOR
50397,67533,tm165948,Greg Barker,DIRECTOR
50419,900,tm135223,Ross Katz,DIRECTOR
50430,20576,tm148220,Andrea Di Stefano,DIRECTOR
50504,18474,tm188197,David Mamet,DIRECTOR
50512,31566,tm148119,Spike Lee,DIRECTOR
50533,28379,tm187389,Roel Reiné,DIRECTOR
50545,68620,tm176646,David Heilbroner,DIRECTOR
50546,357110,tm176646,Kate Davis,DIRECTOR
50562,31566,tm171954,Spike Lee,DIRECTOR
50572,21445,tm146290,Des McAnuff,DIRECTOR
50609,19881,tm136762,Michael Almereyda,DIRECTOR
50620,22045,tm146272,Ethan Spaulding,DIRECTOR
50647,15288,tm160164,James Tucker,DIRECTOR
50653,118939,tm172988,Marta Cunningham,DIRECTOR
50711,598102,tm152510,Brandon Vietti,DIRECTOR
50712,69510,tm165973,Jon Alpert,DIRECTOR
50713,300849,tm165973,Matthew O'Neill,DIRECTOR
50735,35274,tm150188,Michael Berry,DIRECTOR
50736,178281,tm151349,Chris Moukarbel,DIRECTOR
50747,106590,tm186907,Darin Scott,DIRECTOR
50762,36318,tm159051,Giancarlo Volpe,DIRECTOR
50768,65244,tm170882,Liam Lynch,DIRECTOR
50785,54635,tm152501,Paul McEvoy,DIRECTOR
50799,51927,tm160479,J.M. Kenny,DIRECTOR
50800,51926,tm160479,Scott Devine,DIRECTOR
50846,141885,tm158810,Peter W. Kunhardt,DIRECTOR
50848,53894,tm158086,Liz Garbus,DIRECTOR
50850,336665,tm167585,Amy Schatz,DIRECTOR
50858,6738,tm186911,Phillip Noyce,DIRECTOR
50874,26809,tm174415,Stephen Frears,DIRECTOR
50889,21230,tm181863,Paul Borghese,DIRECTOR
50897,166897,tm138091,Sebastián del Amo,DIRECTOR
50899,410451,tm158074,Antony Thomas,DIRECTOR
50912,25921,tm171655,Victor Cook,DIRECTOR
50913,56387,tm188497,Chris Bell,DIRECTOR
50915,308407,tm176942,Andrea Nix,DIRECTOR
50916,308406,tm176942,Sean Fine,DIRECTOR
50920,37620,tm211368,Elliott Lester,DIRECTOR
50921,99831,tm132789,Dan Reed,DIRECTOR
50922,68599,tm206335,Philippa Robinson,DIRECTOR
50939,293406,tm249883,Alberto Ferreras,DIRECTOR
50958,293406,tm313461,Alberto Ferreras,DIRECTOR
50961,300669,tm178995,Steven Pressman,DIRECTOR
50974,156853,ts43915,Jan Hřebejk,DIRECTOR
50975,260299,tm157418,Shari Cookson,DIRECTOR
50976,260298,tm157418,Nick Doob,DIRECTOR
50977,69509,tm178618,Ellen Goosenberg Kent,DIRECTOR
50992,109568,tm178161,Timothy Greenfield-Sanders,DIRECTOR
51005,1468746,tm892021,Bentley Weiner,DIRECTOR
51006,239296,tm892021,Gabe Spitzer,DIRECTOR
51008,68515,tm185863,Ron Davis,DIRECTOR
51009,172962,tm249369,Matías Gueilburt,DIRECTOR
51010,192306,tm168056,Alexandra Pelosi,DIRECTOR
51011,67205,tm174080,Josh Fox,DIRECTOR
51019,165316,tm178184,Xu Ke,DIRECTOR
51021,235430,tm187579,Eddie Alcazar,DIRECTOR
51027,111310,tm146021,Ryan White,DIRECTOR
51028,111309,tm146021,Ben Cotner,DIRECTOR
51044,56516,tm473166,Nick Wickham,DIRECTOR
51049,955800,tm842251,Sasie Sealy,DIRECTOR
51206,4875,tm123342,David Yates,DIRECTOR
51272,589353,tm136491,Scott Cooper,DIRECTOR
51358,6125,tm138935,Bill Pohlad,DIRECTOR
51365,102924,ts38785,Shin Itagaki,DIRECTOR
51499,5606,tm1881,Zack Snyder,DIRECTOR
51511,91755,ts21650,Andrew Jarecki,DIRECTOR
51565,589109,tm141359,Etan Cohen,DIRECTOR
51696,589314,tm122844,David Ayer,DIRECTOR
51751,15379,tm139277,Gregory Jacobs,DIRECTOR
51833,46177,tm139317,John Francis Daley,DIRECTOR
51834,589172,tm139317,Jonathan M. Goldstein,DIRECTOR
51847,207963,tm232891,Dylan Reeve,DIRECTOR
51848,158456,tm232891,David Farrier,DIRECTOR
51923,2656,tm138310,Brad Peyton,DIRECTOR
51968,31677,tm137758,Ben Wheatley,DIRECTOR
51992,82491,tm121566,Christian Ditter,DIRECTOR
52042,2709,tm138297,James Wan,DIRECTOR
52066,39193,tm142102,Alex Gibney,DIRECTOR
52093,255737,tm233579,Agnieszka Smoczyńska,DIRECTOR
52153,7730,tm141858,Daniel Espinosa,DIRECTOR
52179,3889,tm138779,Ericson Core,DIRECTOR
52235,252428,ts38071,Tom Marshall,DIRECTOR
52248,27098,tm239743,Sam Liu,DIRECTOR
52259,54628,tm239292,Andrew Rossi,DIRECTOR
52271,27623,tm193314,Brett Morgen,DIRECTOR
52342,21214,tm212848,John Michael McDonagh,DIRECTOR
52347,83555,tm235809,Kirsten Johnson,DIRECTOR
52352,7594,ts21887,Jay Duplass,DIRECTOR
52353,22191,ts21887,Mark Duplass,DIRECTOR
52372,51076,tm137881,Crystal Moselle,DIRECTOR
52386,13574,tm270502,Larry Charles,DIRECTOR
52396,1134088,tm248112,Elaine del Valle,DIRECTOR
52442,120637,tm201352,Jake Szymanski,DIRECTOR
52496,21668,tm233393,Sharon Maguire,DIRECTOR
52500,347277,ts43212,Leszek Dawid,DIRECTOR
52550,733,tm204164,Ewan McGregor,DIRECTOR
52576,5104,tm243960,Walter Hill,DIRECTOR
52593,33584,tm239775,Stewart Hendler,DIRECTOR
52605,19337,tm245015,Rick Morales,DIRECTOR
52645,54112,tm136193,Terence Davies,DIRECTOR
52658,15287,tm193859,Jay Oliva,DIRECTOR
52660,69744,tm246558,Irene Taylor Brodsky,DIRECTOR
52716,8634,tm137258,Dan Fogelman,DIRECTOR
52731,6937,tm135787,Sean McNamara,DIRECTOR
52750,51630,tm214711,Spike Brandt,DIRECTOR
52751,51631,tm214711,Tony Cervone,DIRECTOR
52782,27098,tm195247,Sam Liu,DIRECTOR
52809,237396,tm221873,Jacob Bernstein,DIRECTOR
52810,237397,tm221873,Nick Hooker,DIRECTOR
52822,2090651,ts41277,Mark W. Roden,DIRECTOR
52832,1468669,tm234364,Aaron Cohen,DIRECTOR
52839,780909,tm356424,Kaku Arakawa,DIRECTOR
52863,244400,tm220464,J.G. Quintel,DIRECTOR
52876,441121,tm222614,David Farr,DIRECTOR
52888,15287,tm232658,Jay Oliva,DIRECTOR
52894,70663,tm196228,Charles Hood,DIRECTOR
52923,82534,tm236726,Bob Nelson,DIRECTOR
52935,193278,ts38121,Zsombor Dyga,DIRECTOR
52936,374567,ts38121,Áron Mátyássy,DIRECTOR
52963,23082,tm239083,Rick Famuyiwa,DIRECTOR
52984,127349,tm230522,Joseph Cedar,DIRECTOR
52993,506359,ts38720,Hiroshi Kobayashi,DIRECTOR
53014,41076,tm244639,Andrew Haigh,DIRECTOR
53029,67029,tm343584,Randy Barbato,DIRECTOR
53030,67028,tm343584,Fenton Bailey,DIRECTOR
53044,66544,tm220754,Jay Karas,DIRECTOR
53045,25510,tm220754,Tig Notaro,DIRECTOR
53054,67029,tm246466,Randy Barbato,DIRECTOR
53055,67028,tm246466,Fenton Bailey,DIRECTOR
53073,213098,tm241262,Matt Villines,DIRECTOR
53074,213097,tm241262,Oz Rodriguez,DIRECTOR
53098,693582,tm322471,Valentina Agostinis,DIRECTOR
53106,52210,tm229275,Paddy Breathnach,DIRECTOR
53108,9233,tm220748,Chris Rock,DIRECTOR
53151,249958,tm214508,Stig Björkman,DIRECTOR
53187,96505,tm201644,Dee Rees,DIRECTOR
53194,51869,ts271031,Ry Russo-Young,DIRECTOR
53211,27098,tm244463,Sam Liu,DIRECTOR
53222,19337,tm244555,Rick Morales,DIRECTOR
53240,125740,tm200765,Eran Creevy,DIRECTOR
53265,22045,tm132757,Ethan Spaulding,DIRECTOR
53281,167873,tm215537,Brian McGinn,DIRECTOR
53283,64608,tm232949,Marty Callner,DIRECTOR
53286,1421302,ts51282,Ken Mitchroney,DIRECTOR
